"STATION","NAME","DATE","PRCP","SNOW","SNWD"
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-16","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-17","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-18","1.23",,
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-19","0.08",,
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-20","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-21","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-22","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-23","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-24","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-25","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-26","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-27","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-28","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-29","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-11-30","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-01","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-02","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-03","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-04","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-05","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-06","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-07","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-08","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-09","0.01",,
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-10","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-11","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-12","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-13","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-14","0.08",,
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-15","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-16","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-17","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-18","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-19","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-20","0.00",,
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-21","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-22","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-23","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-24","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-25","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-26","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-27","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-28","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-29","0.00","0.0",
"US1KSSG0128","ANDOVER 2.4 SSW, KS US","2024-12-30","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-01","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-02","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-03","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-04","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-05","0.29",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-06","0.03",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-07","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-08","0.37",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-09","0.70",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-10","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-11","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-12","0.00",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-13","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-14","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-15","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-16","0.00",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-17","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-18","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-19","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-20","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-21","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-22","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-23","0.20",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-24","0.02",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-25","0.09",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-26","0.05",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-27","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-28","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-29","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-30","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-01-31","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-01","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-02","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-03","0.46",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-04","0.31",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-05","0.13",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-06","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-07","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-08","0.02","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-09","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-10","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-11","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-12","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-13","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-14","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-15","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-16","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-17","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-18","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-19","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-20","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-21","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-22","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-23","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-24","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-25","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-26","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-27","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-28","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-02-29","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-01","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-02","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-03","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-04","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-05","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-06","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-07","0.06",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-08","0.55",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-09","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-10","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-11","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-12","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-13","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-14","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-15","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-16","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-17","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-18","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-19","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-20","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-21","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-22","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-23","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-24","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-25","1.22",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-26","0.04",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-27","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-28","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-29","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-30","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-03-31","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-01","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-02","0.10",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-03","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-04","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-05","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-06","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-07","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-08","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-09","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-10","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-11","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-12","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-13","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-14","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-15","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-16","0.15",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-17","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-18","0.14",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-19","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-20","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-21","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-22","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-23","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-24","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-25","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-26","0.31",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-27","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-28","0.92",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-29","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-04-30","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-01","0.74",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-02","0.01",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-03","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-04","0.24",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-05","0.01",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-06","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-07","0.03",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-08","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-09","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-10","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-11","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-12","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-13","0.53",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-14","0.02",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-15","0.10",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-16","0.68",,
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-17","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-18","0.00","0.0",
"US1KSSG0129","BEL AIRE 0.2 ESE, KS US","2024-05-19","0.00","0.0",
