STATION,NAME,DATE,PRCP,SNOW,SNWD
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-05-26,0.79,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-05-31,0.3,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-01,0.03,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-02,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-03,0.68,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-04,0.3,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-05,1.55,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-06,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-08,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-09,1.25,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-13,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-19,2.1,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-20,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-22,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-25,0.05,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-06-28,0.25,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-04,,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-07,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-11,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-12,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-13,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-14,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-15,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-16,0.11,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-26,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-28,0.07,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-30,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-07-31,0.02,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-01,0.88,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-03,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-05,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-08,0.03,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-09,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-10,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-11,0.09,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-12,0.1,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-14,,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-15,0.68,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-16,0.04,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-18,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-19,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-20,0.04,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-21,0.06,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-23,0.53,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-24,0.25,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-26,0.58,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-28,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-30,0.55,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-08-31,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-01,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-03,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-05,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-06,0.1,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-16,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-17,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-18,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-19,0.09,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-20,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-21,0.65,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-22,1.83,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-23,0.23,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-24,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-09-27,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-10-22,0.03,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-10-25,0.1,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-10-27,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-10-31,0.98,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-03,3.08,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-04,0.19,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-06,0.01,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-07,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-08,0.29,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-09,1.95,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-10,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-12,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-13,0.18,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-14,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-17,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-18,0.72,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-11-19,0.79,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-12-05,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-12-06,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-12-13,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-12-14,0.06,,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-12-17,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-12-20,0.0,0.0,
US1KSSG0127,"WICHITA 6.3 ENE, KS US",2024-12-24,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-01,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-02,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-03,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-04,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-05,0.12,0.5,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-06,0.22,3.3,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-07,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-08,0.22,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-10,,,3.5
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-11,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-12,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-13,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-14,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-15,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-16,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-17,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-18,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-19,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-20,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-21,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-22,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-24,,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-25,0.09,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-26,0.11,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-27,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-28,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-29,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-30,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-01-31,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-01,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-02,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-03,0.4,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-04,0.1,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-05,0.13,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-06,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-07,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-08,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-09,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-10,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-11,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-12,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-13,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-14,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-15,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-16,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-17,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-18,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-19,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-20,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-21,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-22,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-24,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-25,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-26,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-27,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-28,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-02-29,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-01,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-02,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-03,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-04,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-05,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-06,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-07,0.04,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-08,0.41,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-09,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-10,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-11,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-12,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-13,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-14,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-15,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-16,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-17,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-18,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-19,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-20,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-21,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-22,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-23,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-24,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-25,0.55,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-26,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-27,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-28,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-29,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-30,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-03-31,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-01,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-02,0.14,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-03,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-04,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-05,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-06,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-07,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-08,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-09,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-10,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-11,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-12,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-13,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-14,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-15,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-16,0.4,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-17,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-18,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-19,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-20,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-21,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-22,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-23,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-24,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-25,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-26,0.14,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-27,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-28,0.53,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-29,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-04-30,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-01,0.24,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-02,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-03,0.03,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-04,0.18,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-05,0.02,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-06,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-07,0.06,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-08,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-09,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-10,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-11,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-12,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-13,0.63,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-14,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-15,0.14,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-16,0.65,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-17,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-18,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-19,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-20,1.25,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-21,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-22,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-23,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-24,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-25,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-26,0.7,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-27,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-28,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-29,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-30,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-05-31,0.31,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-01,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-02,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-03,0.03,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-04,0.01,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-05,0.09,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-06,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-07,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-08,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-09,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-10,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-11,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-12,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-13,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-14,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-22,,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-23,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-24,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-25,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-26,0.06,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-27,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-28,0.54,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-29,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-06-30,0.3,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-01,0.09,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-02,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-03,0.4,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-04,0.71,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-05,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-06,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-07,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-08,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-09,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-10,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-11,0.25,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-12,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-13,0.13,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-14,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-15,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-16,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-17,0.04,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-18,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-19,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-20,0.04,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-21,0.02,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-22,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-23,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-24,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-25,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-26,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-27,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-28,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-29,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-30,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-07-31,0.1,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-01,0.94,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-02,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-03,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-04,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-05,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-06,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-07,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-08,0.07,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-09,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-10,0.0,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-11,0.14,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-12,0.02,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-13,1.69,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-14,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-15,0.68,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-16,0.01,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-17,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-18,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-19,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-20,0.0,0.0,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-21,0.2,,
US1KSSG0124,"WICHITA 6.3 W, KS US",2024-08-22,0.82,,
